sources targets
11 18
18 19
3 30
30 48
19 30
30 34
30 35
22 30
30 49
30 36
30 37
30 50
30 51
11 30
13 30
30 40
30 31
13 19
19 33
19 21
19 34
19 35
8 19
19 49
9 19
19 36
19 37
19 51
19 39
19 40
3 32
13 32
31 32
32 33
20 32
21 32
32 34
32 35
8 32
22 32
32 49
9 32
32 37
32 50
32 39
32 40
13 33
33 48
20 33
21 33
33 34
8 33
22 33
33 49
7 33
33 36
33 50
33 51
11 33
33 39
33 41
3 20
13 20
20 31
20 21
20 34
20 35
8 20
20 22
9 20
20 36
20 37
20 50
20 39
3 21
21 34
21 35
8 21
21 22
21 49
9 21
21 36
21 37
21 50
11 21
13 21
21 39
21 40
21 31
34 35
8 34
22 34
7 34
34 36
3 34
34 37
34 50
34 51
11 34
34 39
34 48
34 41
31 34
8 35
22 35
35 49
35 36
3 35
35 50
11 35
13 35
35 39
35 40
31 35
3 8
8 48
8 22
8 9
7 8
8 36
8 50
8 51
8 13
8 39
8 40
8 31
3 22
22 48
22 36
22 50
11 22
13 22
22 39
22 40
22 31
9 49
36 49
37 49
49 50
49 51
11 49
40 49
41 49
31 49
7 9
9 36
9 37
9 50
9 51
9 13
9 39
9 41
9 31
7 48
7 36
7 39
7 41
7 31
36 48
36 37
36 51
36 41
3 13
3 31
3 50
3 51
3 39
3 40
37 50
37 51
37 39
37 40
31 37
31 50
50 51
39 50
40 50
48 51
11 51
4 51
39 51
40 51
11 48
11 31
4 11
11 13
11 41
13 39
31 39
31 40
