sources targets
7 29
7 30
7 31
7 32
33 34
10 34
34 50
1 34
9 34
34 55
12 34
34 44
13 34
14 34
15 34
16 34
17 34
34 45
34 46
19 34
20 34
34 51
23 34
34 49
34 52
24 34
25 34
34 53
34 54
29 34
30 34
32 34
1 23
1 16
1 52
1 26
1 9
1 31
1 17
1 11
1 22
1 19
1 12
1 51
1 21
1 13
9 55
9 11
9 12
9 44
9 13
9 14
9 15
9 16
9 17
9 45
9 46
9 19
9 20
9 51
9 21
9 22
9 23
9 49
9 50
9 33
9 24
9 25
9 52
9 26
9 53
9 54
9 29
9 31
9 32
10 55
11 55
12 55
44 55
13 55
14 55
15 55
16 55
17 55
45 55
46 55
19 55
20 55
51 55
22 55
23 55
49 55
50 55
33 55
24 55
25 55
52 55
26 55
53 55
54 55
30 55
31 55
32 55
10 33
10 50
10 11
10 12
10 44
10 13
10 14
10 15
10 16
10 17
10 45
10 46
10 19
10 20
10 51
10 49
10 52
10 24
10 25
10 26
10 53
10 54
10 29
10 30
10 31
10 32
11 12
11 13
11 14
11 15
11 16
11 17
11 46
11 19
11 20
11 51
11 21
11 23
11 49
11 50
11 33
11 24
11 25
11 52
11 26
11 54
11 31
11 32
12 44
12 13
12 14
12 15
12 16
12 17
12 45
12 33
12 46
12 19
12 20
12 51
12 21
12 22
12 23
12 49
12 50
12 24
12 25
12 52
12 26
12 53
12 54
12 29
12 30
12 31
12 32
44 50
13 44
14 44
15 44
16 44
17 44
44 45
44 46
19 44
44 51
22 44
23 44
44 49
33 44
24 44
25 44
44 52
44 53
44 54
29 44
30 44
31 44
32 44
13 33
13 50
13 14
13 15
13 16
13 17
13 45
13 46
13 19
13 20
13 51
13 22
13 23
13 49
13 52
13 24
13 26
13 53
13 54
13 29
13 30
13 32
14 15
14 16
14 17
14 45
14 46
14 19
14 20
14 51
14 21
14 22
14 23
14 49
14 50
14 33
14 24
14 25
14 52
14 26
14 53
14 54
14 29
14 30
14 31
14 32
15 16
15 17
15 45
15 46
15 19
15 20
15 51
15 22
15 23
15 49
15 50
15 33
15 24
15 25
15 52
15 26
15 53
15 54
15 29
15 30
15 32
16 33
16 17
16 45
16 46
16 19
16 20
16 51
16 21
16 22
16 23
16 49
16 50
16 24
16 25
16 52
16 26
16 53
16 54
16 29
16 30
16 31
16 32
17 45
17 46
17 19
17 20
17 51
17 22
17 23
17 49
17 50
17 33
17 24
17 25
17 52
17 26
17 53
17 54
17 29
17 30
17 31
17 32
45 50
45 46
19 45
20 45
45 51
22 45
45 49
33 45
24 45
45 52
45 53
45 54
29 45
30 45
32 45
33 46
19 33
20 33
33 51
21 33
33 49
33 50
24 33
25 33
33 52
26 33
33 53
33 54
29 33
30 33
31 33
32 33
19 46
20 46
46 51
21 46
22 46
23 46
46 52
24 46
25 46
26 46
46 53
46 54
29 46
31 46
32 46
19 20
19 51
19 21
19 22
19 23
19 49
19 50
19 24
19 25
19 52
19 26
19 53
19 54
19 29
19 30
19 31
19 32
20 54
20 51
20 21
20 22
20 49
20 52
20 24
20 25
20 26
20 53
20 50
20 29
20 31
20 32
21 51
23 51
49 51
50 51
24 51
25 51
51 52
26 51
51 53
51 54
29 51
30 51
31 51
32 51
21 23
21 52
21 31
21 53
21 29
21 32
22 23
22 49
22 50
22 24
22 25
22 52
22 26
22 53
22 54
22 31
22 32
23 50
23 31
23 26
23 53
23 54
23 29
23 32
49 50
24 49
25 49
49 52
49 53
49 54
29 49
30 49
32 49
50 52
24 50
25 50
26 50
50 53
50 54
29 50
30 50
31 50
32 50
24 31
24 25
24 52
24 53
24 54
24 29
24 30
24 32
25 53
25 54
25 29
25 30
25 31
25 32
26 52
52 53
52 54
32 52
26 31
26 54
26 29
26 30
26 32
53 54
29 53
30 53
32 53
29 54
30 54
31 54
32 54
29 30
29 32
30 32
31 32
