sources targets
13 26
26 39
26 40
26 48
26 41
26 31
3 27
4 27
27 29
27 28
27 54
6 27
19 27
27 32
27 33
27 34
27 35
8 27
22 27
9 27
27 37
27 50
27 39
28 55
28 29
6 29
29 30
19 29
29 32
29 33
20 29
21 29
29 34
29 35
8 29
22 29
29 49
9 29
29 36
3 29
29 37
7 29
29 51
11 29
4 29
13 29
29 39
29 48
29 41
29 31
4 28
6 28
28 54
18 28
28 30
19 28
28 32
28 33
20 28
21 28
28 34
28 35
8 28
22 28
28 49
9 28
28 36
28 37
7 28
28 51
11 28
13 28
28 39
28 40
28 48
28 41
28 31
6 13
6 48
6 54
6 18
6 30
6 31
6 32
6 33
6 20
6 34
6 35
6 8
6 22
6 36
3 6
6 7
6 51
6 11
4 6
6 39
6 40
6 19
13 54
18 54
30 54
19 54
32 54
20 54
21 54
34 54
35 54
8 54
22 54
49 54
9 54
36 54
37 54
7 54
51 54
39 54
40 54
41 54
31 54
3 18
13 18
18 31
7 18
18 34
8 18
18 22
18 49
9 18
18 37
18 50
11 18
4 18
18 39
18 40
30 48
19 30
30 32
7 30
30 34
30 35
8 30
22 30
30 49
9 30
30 36
3 30
30 37
30 50
11 30
13 30
30 39
30 40
30 31
3 19
19 48
19 32
19 33
19 21
19 34
19 35
8 19
19 22
19 49
9 19
19 36
19 37
7 19
11 19
4 19
13 19
19 39
19 40
19 41
19 31
3 32
13 32
7 32
32 33
20 32
21 32
32 34
32 35
8 32
22 32
9 32
32 36
32 37
32 50
32 51
11 32
32 39
32 40
32 48
32 41
31 32
20 33
21 33
33 34
33 35
8 33
22 33
9 33
33 36
3 33
33 37
11 33
4 33
33 39
33 48
31 33
7 20
3 20
20 31
20 21
20 34
20 35
8 20
20 22
20 49
20 36
20 37
20 50
20 51
11 20
4 20
13 20
20 39
21 48
21 34
21 35
8 21
21 22
21 49
21 36
3 21
21 37
7 21
21 51
11 21
4 21
13 21
21 31
34 35
8 34
22 34
34 49
7 34
34 36
34 37
34 50
34 51
11 34
4 34
13 34
34 39
34 40
34 48
34 41
31 34
3 35
4 35
8 35
22 35
35 49
9 35
35 36
35 37
35 50
35 51
11 35
35 39
35 40
35 41
31 35
3 8
8 22
8 49
8 9
7 8
8 36
8 37
8 50
8 51
8 11
4 8
8 13
8 39
8 40
8 48
8 41
8 31
3 22
22 49
9 22
7 22
22 36
22 37
22 50
11 22
4 22
13 22
22 39
22 48
22 31
48 49
7 49
9 49
37 49
49 50
49 51
11 49
4 49
13 49
39 49
40 49
41 49
31 49
9 48
7 9
9 36
9 37
9 50
9 13
9 39
9 40
9 31
3 7
7 13
7 36
7 37
7 11
4 7
7 39
7 40
7 48
7 41
7 31
3 36
36 37
36 50
36 51
11 36
4 36
13 36
36 39
36 48
36 41
31 36
3 13
3 37
3 11
3 48
3 31
37 50
37 51
11 37
4 37
13 37
37 39
37 40
37 41
31 37
31 50
39 50
41 50
13 51
48 51
11 51
4 51
39 51
40 51
41 51
31 51
4 11
11 13
11 40
11 48
11 41
11 31
4 13
4 39
4 40
4 48
4 41
4 31
13 48
13 31
39 40
39 48
31 39
40 41
41 48
31 48
31 41
